Number,Read,Write,RWRatio
10077791,2573,1503,63:37
10077792,0,0,0
10077793,2399,1708,58:42
10077794,2422,1582,60:40
10077795,2582,1461,63:37
10077796,2435,1534,61:39
10077797,2783,1638,62:38
10077798,2433,1662,59:41
10077799,2671,1406,65:35
10077800,1916,1416,57:43
10077801,0,0,0
10077802,2483,1585,61:39
10077803,1766,1331,57:43
10077804,2600,1920,57:43
10077805,3073,1799,63:37
10077806,3152,1825,63:37
10077807,2731,1704,61:39
10077808,2389,1749,57:43
10077809,2658,1864,58:42
10077810,2957,1878,61:39
10077811,2649,1661,61:39
10077812,3196,1970,61:39
10077813,2866,1759,61:39
10077814,2848,1629,63:37
10077815,3124,1685,64:36
10077816,2974,1745,63:37
10077817,3226,1810,64:36
10077818,2919,1354,68:32
10077819,2358,1600,59:41
10077820,2492,1667,59:41
10077821,2359,1631,59:41
10077822,2867,1059,73:27
10077823,2443,1683,59:41
10077824,2952,1594,64:36
10077825,2733,1867,59:41
10077826,2387,1692,58:42
10077827,2929,1830,61:39
10077828,2764,1794,60:40
10077829,3092,1723,64:36
10077830,3334,1918,63:37
10077831,2363,1549,60:40
10077832,2299,1492,60:40
10077833,2164,1514,58:42
10077834,2911,1673,63:37
10077835,3535,1704,67:33
10077836,2141,1484,59:41
10077837,2250,1456,60:40
10077838,2174,1744,55:45
10077839,2477,1773,58:42
10077840,2209,1497,59:41
10077841,2048,1337,60:40
10077842,1968,1388,58:42
10077843,3149,1827,63:37
10077844,2679,1852,59:41
10077845,0,0,0
10077846,0,0,0
10077847,2359,1698,58:42
10077848,2450,1847,57:43
10077849,2694,1650,62:38
10077850,3068,1687,64:36
10077851,2719,1756,60:40
10077852,3066,1936,61:39
10077853,2346,1729,57:43
10077854,1128,972,53:47
10077855,2901,1831,61:39
10077856,0,0,0
10077857,2225,1558,58:42
10077858,2568,1611,61:39
10077859,0,0,0
10077860,0,0,0
10077861,2374,1690,58:42
10077862,1952,1430,57:43
10077863,2108,1510,58:42
10077864,2378,1816,56:44
10077865,2465,1726,58:42
10077866,2759,1706,61:39
10077867,3272,1681,66:34
10077868,2866,1945,59:41
10077869,3225,1641,66:34
10077870,2590,1638,61:39
10077871,3914,2339,62:38
10077872,3055,1819,62:38
10077873,3340,2056,61:39
10077874,3433,2050,62:38
10077875,2885,1732,62:38
10077876,0,0,0
10077877,3205,1948,62:38
10077878,2872,1514,65:35
10077879,3906,2051,65:35
10077880,2828,1681,62:38
10077881,2746,1683,62:38
10077882,5003,2471,66:34
10077883,2585,1413,64:36
10077884,2903,1608,64:36
10077885,2859,1815,61:39
10077886,2940,1973,59:41
10077887,2173,1759,55:45
10077888,2946,1851,61:39
10077889,2958,1924,60:40
10077890,3008,2035,59:41
10077891,3559,1927,64:36
10077892,3336,1685,66:34
10077893,2390,1600,59:41
10077894,2792,1729,61:39
10077895,2952,1808,62:38
10077896,2435,1793,57:43
10077897,3335,1722,65:35
10077898,2698,1973,57:43
10077899,3318,1850,64:36
10077900,2461,1761,58:42
10077901,2872,1748,62:38
10077902,2628,1685,60:40
10077903,400,328,54:46
10077904,2863,1523,65:35
10077905,2606,1787,59:41
10077906,2995,1876,61:39
10077907,2937,1559,65:35
10077908,0,0,0
10077909,2607,1692,60:40
10077910,2592,1936,57:43
10077911,3173,1863,63:37
10077912,1397,798,63:37
10077913,2990,1479,66:34
10077914,1774,1049,62:38
10077915,2363,1404,62:38
10077916,2481,1837,57:43
10077917,3172,1381,69:31
10077918,2475,1762,58:42
10077919,2960,2042,59:41
10077920,2506,1902,56:44
10077921,2759,1347,67:33
10077922,3216,1575,67:33
10077923,0,0,0
10077924,0,0,0
10077925,3092,1824,62:38
10077926,2322,1715,57:43
10077927,2902,1888,60:40
10077928,2751,1960,58:42
10077929,2091,1279,62:38
10077930,2131,1516,58:42
10077931,2632,1526,63:37
10077932,2921,1788,62:38
10077933,2507,1518,62:38
10077934,3139,1829,63:37
10077935,3319,1350,71:29
10077936,2340,1295,64:36
10077937,1987,1357,59:41
10077938,2206,1502,59:41
10077939,2343,1492,61:39
10077940,2386,1413,62:38
10077941,2593,2078,55:45
10077942,2648,1717,60:40
10077943,2762,1701,61:39
10077944,2554,1778,58:42
10077945,2926,1514,65:35
10077946,2679,1538,63:37
10077947,3215,1782,64:36
10077948,2345,1237,65:35
10077949,2622,1577,62:38
10077950,2434,1750,58:42
10077951,2373,1673,58:42
10077952,2960,1608,64:36
10077953,2570,1601,61:39
10077954,2820,1656,63:37
10077955,2688,1432,65:35
10077956,2329,1155,66:34
10077957,2954,1729,63:37
10077958,2648,1854,58:42
10077959,2178,1569,58:42
10077960,2517,1411,64:36
10077961,2246,1676,57:43
10077962,2356,1642,58:42
10077963,2476,1715,59:41
10077964,2484,1838,57:43
10077965,2998,1711,63:37
10077966,2811,1573,64:36
10077967,2692,1488,64:36
10077968,2308,1500,60:40
10077969,2243,1250,64:36
10077970,2347,1641,58:42
10077971,2788,1737,61:39
10077972,2349,1355,63:37
10077973,2548,1856,57:43
10077974,2402,1477,61:39
10077975,1919,1150,62:38
10077976,2267,1268,64:36
10077977,2755,1774,60:40
10077978,2858,1611,63:37
10077979,2738,1811,60:40
10077980,2522,1375,64:36
10077981,3089,861,78:22
10077982,3063,1514,66:34
10077983,2580,907,73:27
10077984,2805,1659,62:38
10077985,42,39,51:49
10077986,0,0,0
10077987,2165,1454,59:41
10077988,2580,1680,60:40
10077989,2579,1594,61:39
10077990,2671,1611,62:38
10077991,2549,1324,65:35
10077992,2345,1327,63:37
10077993,2244,923,70:30
10077994,1799,772,69:31
10077995,2643,1814,59:41
10077996,2365,1496,61:39
10077997,0,0,0
10077998,2564,1820,58:42
10077999,2748,2080,56:44
10078000,2579,1705,60:40
10078001,2021,1172,63:37
10078002,2284,1124,67:33
10078003,2289,1344,63:37
10078004,2341,1499,60:40
10078005,2697,1516,64:36
10078006,1340,681,66:34
10078007,2043,1454,58:42
10078008,151,114,56:44
10078009,1855,1170,61:39
10078010,2189,1541,58:42
10078011,2437,1406,63:37
10078012,2909,1845,61:39
10078013,2541,1356,65:35
10078014,2180,1332,62:38
10078015,178,155,53:47
10078016,1816,1180,60:40
10078017,2462,1478,62:38
10078018,1452,937,60:40
10078019,1837,1208,60:40
10078020,2322,1272,64:36
10078021,2072,1055,66:34
10078022,2505,1882,57:43
10078023,2544,1376,64:36
10078024,1026,690,59:41
10078025,2933,1867,61:39
10078026,2472,1835,57:43
10078027,2335,1539,60:40
10078028,3061,1376,68:32
10078029,3537,1988,64:36
10078030,2719,1505,64:36
10078031,2730,1646,62:38
10078032,2312,1363,62:38
10078033,0,0,0
10078034,2167,1290,62:38
10078035,1846,1038,64:36
10078036,2180,1715,55:45
10078037,2317,1502,60:40
10078038,2148,1362,61:39
10078039,2263,1467,60:40
10078040,3626,1795,66:34
10078041,2710,1574,63:37
10078042,1676,1280,56:44
10078043,2575,1743,59:41
10078044,2265,1381,62:38
10078045,2256,1387,61:39
10078046,2884,1516,65:35
10078047,2113,1092,65:35
10078048,2027,1256,61:39
10078049,2662,1899,58:42
10078050,3107,1741,64:36
10078051,2125,1217,63:37
10078052,1901,1531,55:45
10078053,2730,1703,61:39
10078054,3202,1748,64:36
10078055,2657,1776,59:41
10078056,2998,1799,62:38
10078057,2547,1771,58:42
10078058,2481,1867,57:43
10078059,2372,1661,58:42
10078060,2706,1683,61:39
10078061,2423,1379,63:37
10078062,2451,1603,60:40
10078063,2559,1713,59:41
10078064,2846,1627,63:37
10078065,2606,1772,59:41
10078066,2166,1347,61:39
10078067,2329,1437,61:39
10078068,3197,1778,64:36
10078069,2365,1501,61:39
10078070,2613,1760,59:41
10078071,2667,1896,58:42
10078072,2997,1727,63:37
10078073,2793,1522,64:36
10078074,1401,939,59:41
10078075,2273,1516,59:41
10078076,3397,1930,63:37
10078077,2698,1519,63:37
10078078,2145,1462,59:41
10078079,2184,1361,61:39
10078080,2625,1549,62:38
10078081,2581,1443,64:36
10078082,2030,994,67:33
10078083,2669,1736,60:40
10078084,2766,1396,66:34
10078085,2818,1846,60:40
10078086,2299,1316,63:37
10078087,2139,1257,62:38
10078088,2228,1153,65:35
10078089,2223,1292,63:37
10078090,3112,1917,61:39
10078091,0,0,0
10078092,3389,1858,64:36
10078093,3300,2127,60:40
10078094,2869,1873,60:40
10078095,3075,1986,60:40
10078096,2956,1856,61:39
10078097,2586,1403,64:36
10078098,2859,1969,59:41
10078099,2426,1631,59:41
10078100,2577,1583,61:39
10078101,2116,1306,61:39
10078102,1371,840,62:38
10078103,2729,1750,60:40
10078104,0,0,0
10078105,1355,1030,56:44
10078106,2493,1365,64:36
10078107,2746,2050,57:43
10078108,139,112,55:45
10078109,2755,1905,59:41
10078110,2021,1050,65:35
10078111,3067,1750,63:37
10078112,3580,1953,64:36
10078113,0,0,0
10078114,2826,1380,67:33
10078115,3507,1571,69:31
10078116,2311,1382,62:38
10078117,2491,1482,62:38
10078118,2178,1285,62:38
10078119,638,460,58:42
10078120,2500,1028,70:30
10078121,2683,1161,69:31
10078122,2339,1322,63:37
10078123,0,0,0
10078124,2081,1113,65:35
10078125,3117,1585,66:34
10078126,3082,1899,61:39
10078127,3078,1630,65:35
10078128,3520,2186,61:39
10078129,2724,1534,63:37
10078130,2795,1963,58:42
10078131,3076,1128,73:27
10078132,2439,1203,66:34
10078133,2176,1727,55:45
10078134,0,0,0
10078135,2988,1562,65:35
10078136,2494,1279,66:34
10078137,2729,1940,58:42
10078138,3671,1936,65:35
10078139,3101,1548,66:34
10078140,2843,1746,61:39
10078141,2517,1868,57:43
10078142,3513,1424,71:29
10078143,2522,1566,61:39
10078144,2397,1307,64:36
10078145,2230,993,69:31
10078146,2376,1096,68:32
10078147,2789,1508,64:36
10078148,2823,1891,59:41
10078149,2402,1277,65:35
10078150,2675,1702,61:39
10078151,2662,992,72:28
10078152,2234,1557,58:42
10078153,2785,1667,62:38
10078154,3010,1376,68:32
10078155,3105,1569,66:34
10078156,2246,1412,61:39
10078157,3244,1555,67:33
10078158,2672,1128,70:30
10078159,2718,1814,59:41
10078160,2423,1209,66:34
10078161,2394,1143,67:33
10078162,2645,1433,64:36
10078163,1704,1184,59:41
10078164,3402,1688,66:34
10078165,2680,1461,64:36
10078166,2197,1098,66:34
10078167,2544,1433,63:37
10078168,2315,1318,63:37
10078169,0,0,0
10078170,2494,1729,59:41
10078171,0,0,0
10078172,3343,1498,69:31
10078173,3332,1172,73:27
10078174,2472,1768,58:42
10078175,3887,2296,62:38
10078176,3518,1976,64:36
10078177,2722,1932,58:42
10078178,2859,1671,63:37
10078179,2652,1963,57:43
10078180,2427,1401,63:37
10078181,2336,1184,66:34
10078182,2681,961,73:27
10078183,2751,1037,72:28
10078184,0,0,0
10078185,2402,1123,68:32
10078186,2211,767,74:26
10078187,2003,1459,57:43
10078188,2460,1659,59:41
10078189,2327,1607,59:41
10078190,2818,1529,64:36
10078191,2166,1592,57:43
10078192,2642,1775,59:41
10078193,2762,1885,59:41
10078194,3014,1170,72:28
10078195,2462,1660,59:41
10078196,2773,1688,62:38
10078197,2357,1598,59:41
10078198,2327,1610,59:41
10078199,3311,2028,62:38
10078200,2960,1772,62:38
10078201,2655,920,74:26
10078202,2685,1527,63:37
10078203,2949,1977,59:41
10078204,4763,3008,61:39
10078205,2549,1527,62:38
10078206,2628,1935,57:43
10078207,2159,1569,57:43
10078208,2486,1400,63:37
10078209,2582,1362,65:35
10078210,2601,1580,62:38
10078211,0,0,0
10078212,2513,1366,64:36
10078213,2395,1238,65:35
10078214,2324,1340,63:37
10078215,2658,1687,61:39
10078216,2918,1689,63:37
10078217,3197,1531,67:33
10078218,2632,1804,59:41
10078219,2704,1606,62:38
10078220,1287,882,59:41
10078221,0,0,0
10078222,1677,819,67:33
10078223,2148,1034,67:33
10078224,2159,1265,63:37
10078225,2385,1250,65:35
10078226,3264,1997,62:38
10078227,3193,1843,63:37
10078228,2097,1430,59:41
10078229,2242,1141,66:34
10078230,2348,1454,61:39
10078231,2786,1416,66:34
10078232,1900,1276,59:41
10078233,2233,1572,58:42
10078234,2943,1868,61:39
10078235,2748,1495,64:36
10078236,0,0,0
10078237,1441,1195,54:46
10078238,2448,1613,60:40
10078239,2906,1736,62:38
10078240,1404,1149,54:46
10078241,2033,1380,59:41
10078242,1848,1231,60:40
10078243,2272,1278,64:36
10078244,2152,993,68:32
10078245,1887,1189,61:39
10078246,2401,947,71:29
10078247,2328,1504,60:40
10078248,2223,1055,67:33
10078249,2196,1294,62:38
10078250,2580,1629,61:39
10078251,2514,1486,62:38
10078252,2199,1013,68:32
10078253,2966,1621,64:36
10078254,3045,1211,71:29
10078255,3301,1648,66:34
10078256,3013,1585,65:35
10078257,0,0,0
10078258,3408,1815,65:35
10078259,0,0,0
10078260,0,0,0
10078261,3170,1618,66:34
10078262,2860,1678,63:37
10078263,2137,1512,58:42
10078264,3091,1148,72:28
10078265,2906,1471,66:34
10078266,2761,1546,64:36
10078267,3168,1438,68:32
10078268,2108,1354,60:40
10078269,2937,1370,68:32
10078270,2793,1782,61:39
10078271,2683,1450,64:36
10078272,2350,1272,64:36
10078273,2353,1567,60:40
10078274,3318,1606,67:33
10078275,1797,1059,62:38
10078276,3288,1770,65:35
10078277,3125,1825,63:37
10078278,3093,1497,67:33
10078279,2444,1510,61:39
10078280,2716,1601,62:38
10078281,1757,887,66:34
10078282,2966,1805,62:38
10078283,2634,1467,64:36
10078284,0,0,0
10078285,2189,1289,62:38
10078286,0,0,0
10078287,2975,1950,60:40
10078288,2044,1586,56:44
10078289,3197,1601,66:34
10078290,3089,1817,62:38
10078291,3169,1680,65:35
10078292,2780,1068,72:28
10078293,2913,2052,58:42
10078294,1788,1018,63:37
10078295,2076,1460,58:42
10078296,2272,1025,68:32
10078297,2510,1711,59:41
10078298,3248,1825,64:36
10078299,3034,1748,63:37
10078300,2568,1609,61:39
10078301,2297,1509,60:40
10078302,2493,1746,58:42
10078303,2877,1488,65:35
10078304,2891,1866,60:40
10078305,3424,1354,71:29
10078306,1922,1269,60:40
10078307,3149,1343,70:30
10078308,2469,1608,60:40
10078309,2920,1559,65:35
10078310,1427,1026,58:42
10078311,1719,1155,59:41
10078312,2712,1762,60:40
10078313,1745,831,67:33
10078314,737,478,60:40
10078315,0,0,0
10078316,3204,1562,67:33
10078317,2931,1755,62:38
10078318,2976,1314,69:31
10078319,3462,1504,69:31
10078320,2628,1219,68:32
10078321,2376,1334,64:36
10078322,3084,1641,65:35
10078323,3021,1488,66:34
10078324,2495,1189,67:33
10078325,2412,1762,57:43
10078326,2957,1792,62:38
10078327,2537,1504,62:38
10078328,2697,1769,60:40
10078329,2614,1898,57:43
10078330,2445,1850,56:44
10078331,2813,1724,62:38
10078332,2881,1558,64:36
10078333,2445,1817,57:43
10078334,3406,1781,65:35
10078335,2749,1606,63:37
10078336,3024,1757,63:37
10078337,2745,1469,65:35
10078338,3111,1333,70:30
10078339,3582,1026,77:23
10078340,2604,1437,64:36
10078341,2692,1423,65:35
10078342,0,0,0
10078343,3396,1324,71:29
10078344,1779,495,78:22
10078345,2103,880,70:30
10078346,2351,1384,62:38
10078347,2741,1684,61:39
10078348,0,0,0
10078349,3011,1617,65:35
10078350,2334,1805,56:44
10078351,2513,1359,64:36
10078352,2269,1777,56:44
10078353,2824,1407,66:34
10078354,1373,806,63:37
10078355,1868,1095,63:37
10078356,2181,1753,55:45
10078357,2373,1778,57:43
10078358,2584,1384,65:35
10078359,0,0,0
10078360,3020,1661,64:36
10078361,3323,983,77:23
10078362,2350,1750,57:43
10078363,2860,1205,70:30
10078364,2747,1548,63:37
10078365,2306,1554,59:41
10078366,2625,1280,67:33
10078367,3697,2702,57:43
10078368,2164,1444,59:41
10078369,0,0,0
10078370,2316,1427,61:39
10078371,3195,1176,73:27
10078372,2079,1353,60:40
10078373,2576,1085,70:30
10078374,2722,1397,66:34
10078375,2546,1154,68:32
10078376,2587,1518,63:37
10078377,2644,1800,59:41
10078378,2504,1196,67:33
10078379,2564,1324,65:35
10078380,2321,1004,69:31
10078381,3102,1862,62:38
10078382,2773,1405,66:34
10078383,2908,1187,71:29
10078384,0,0,0
10078385,2466,1188,67:33
10078386,3417,1948,63:37
10078387,3689,1694,68:32
10078388,2618,1441,64:36
10078389,2429,1683,59:41
10078390,2922,1609,64:36
10078391,0,0,0
10078392,2457,1557,61:39
10078393,2575,1959,56:44
10078394,123,105,53:47
10078395,2549,1419,64:36
10078396,2345,1341,63:37
10078397,2530,1448,63:37
10078398,2383,1593,59:41
10078399,2244,1302,63:37
10078400,2357,1832,56:44
10078401,2817,1476,65:35
10078402,2682,1781,60:40
10078403,2876,1573,64:36
10078404,2343,1875,55:45
10078405,2506,1579,61:39
10078406,3218,1457,68:32
10078407,2620,1627,61:39
10078408,2399,1902,55:45
10078409,2088,1390,60:40
10078410,2823,1307,68:32
10078411,2744,1719,61:39
10078412,2580,1814,58:42
10078413,3050,1316,69:31
10078414,2941,1756,62:38
10078415,63,57,52:48
10078416,3209,2017,61:39
10078417,0,0,0
10078418,2803,1772,61:39
10078419,2537,1261,66:34
10078420,2045,1321,60:40
10078421,2728,1447,65:35
10078422,2467,1396,63:37
10078423,2709,1194,69:31
10078424,2886,1897,60:40
10078425,1365,513,72:28
10078426,2276,1136,66:34
10078427,2353,1606,59:41
10078428,2643,1425,64:36
10078429,3149,1273,71:29
10078430,2231,951,70:30
10078431,0,0,0
10078432,2741,1652,62:38
10078433,2952,1135,72:28
10078434,2066,910,69:31
10078435,2470,1272,66:34
10078436,3388,1871,64:36
10078437,2830,1562,64:36
10078438,2618,1827,58:42
10078439,2352,1688,58:42
10078440,2800,1446,65:35
10078441,2854,1860,60:40
10078442,3373,1443,70:30
10078443,0,0,0
10078444,2464,1871,56:44
10078445,2703,1524,63:37
10078446,0,0,0
10078447,3392,1151,74:26
10078448,3487,945,78:22
10078449,2825,1886,59:41
10078450,2478,1815,57:43
10078451,2789,1631,63:37
10078452,1780,1020,63:37
10078453,2678,1462,64:36
10078454,3215,1806,64:36
10078455,2720,1232,68:32
10078456,1830,902,66:34
10078457,2855,1480,65:35
10078458,2410,948,71:29
10078459,2644,1983,57:43
10078460,2792,1342,67:33
10078461,1716,1230,58:42
10078462,2583,1884,57:43
10078463,2540,1456,63:37
10078464,2978,1685,63:37
10078465,2243,1654,57:43
10078466,2375,1831,56:44
10078467,3032,1818,62:38
10078468,2794,1628,63:37
10078469,2377,1454,62:38
10078470,2486,1572,61:39
10078471,1961,1326,59:41
10078472,2909,1637,63:37
10078473,2371,1470,61:39
10078474,2741,1550,63:37
10078475,1278,883,59:41
10078476,2513,1669,60:40
10078477,2309,1712,57:43
10078478,2212,1162,65:35
10078479,2580,1218,67:33
10078480,2468,1405,63:37
10078481,3354,1941,63:37
10078482,2472,1612,60:40
10078483,0,0,0
10078484,2572,1095,70:30
10078485,3178,1643,65:35
10078486,2623,1661,61:39
10078487,2143,1140,65:35
10078488,2721,880,75:25
10078489,2682,1275,67:33
10078490,2446,1060,69:31
10078491,2677,1111,70:30
10078492,2810,1808,60:40
10078493,3447,919,78:22
10078494,2924,1132,72:28
10078495,0,0,0
10078496,2793,1139,71:29
10078497,3207,1081,74:26
10078498,2819,1316,68:32
10078499,2588,1534,62:38
10078500,2528,1143,68:32
10078501,2482,1217,67:33
10078502,2474,1411,63:37
10078503,2813,1516,64:36
10078504,1882,1267,59:41
10078505,2396,1662,59:41
10078506,3057,1593,65:35
10078507,0,0,0
10078508,2560,1241,67:33
10078509,2827,1015,73:27
10078510,1436,1261,53:47
10078511,2256,1519,59:41
10078512,2392,1234,65:35
10078513,2585,1426,64:36
10078514,1917,1126,62:38
10078515,2198,1466,59:41
10078516,3038,1343,69:31
10078517,2394,1050,69:31
10078518,3089,1675,64:36
10078519,2138,1473,59:41
10078520,2490,1406,63:37
10078521,1455,1196,54:46
10078522,2793,1642,62:38
10078523,3021,1782,62:38
10078524,2060,1236,62:38
10078525,2549,1367,65:35
10078526,2343,1147,67:33
10078527,2708,1206,69:31
10078528,2336,1010,69:31
10078529,2558,1502,63:37
10078530,2881,1109,72:28
10078531,2845,1490,65:35
10078532,2861,1843,60:40
10078533,2818,1109,71:29
10078534,3086,1701,64:36
10078535,2166,1363,61:39
10078536,2934,1073,73:27
10078537,2656,1160,69:31
10078538,3566,2123,62:38
10078539,3142,1621,65:35
10078540,2444,1197,67:33
10078541,2640,1247,67:33
10078542,1470,1572,48:52
10078543,2367,1544,60:40
10078544,2533,1445,63:37
10078545,2818,1123,71:29
10078546,2053,823,71:29
10078547,2495,1227,67:33
10078548,3003,935,76:24
10078549,2481,1812,57:43
10078550,2645,1251,67:33
10078551,3008,1538,66:34
10078552,2261,979,69:31
10078553,2409,1057,69:31
10078554,2686,1598,62:38
10078555,2526,1314,65:35
10078556,2866,1444,66:34
10078557,1499,1025,59:41
10078558,2647,1444,64:36
10078559,2698,1483,64:36
10078560,3091,1060,74:26
10078561,2800,1542,64:36
10078562,3001,1951,60:40
10078563,3460,1572,68:32
10078564,2962,1486,66:34
10078565,2321,1562,59:41
10078566,3020,1829,62:38
10078567,2691,1504,64:36
10078568,2583,1490,63:37
10078569,2486,1659,59:41
10078570,2162,1338,61:39
10078571,2533,1027,71:29
10078572,2869,1514,65:35
10078573,3415,1597,68:32
10078574,2047,1443,58:42
10078575,2659,1219,68:32
10078576,1828,1355,57:43
10078577,1919,1544,55:45
10078578,2656,964,73:27
10078579,2629,1542,63:37
10078580,2870,1323,68:32
10078581,2584,1761,59:41
10078582,2374,1381,63:37
10078583,0,0,0
10078584,2814,1445,66:34
10078585,2527,975,72:28
10078586,2389,1671,58:42
10078587,3376,1554,68:32
10078588,2591,1282,66:34
10078589,2554,1493,63:37
10078590,2242,1055,68:32
10078591,2054,1300,61:39
10078592,2917,1531,65:35
10078593,2011,1211,62:38
10078594,2186,1431,60:40
10078595,1585,1145,58:42
10078596,1848,1168,61:39
10078597,2640,1703,60:40
10078598,2506,1189,67:33
10078599,1917,1197,61:39
10078600,2171,1275,63:37
10078601,2228,1167,65:35
10078602,2577,1571,62:38
10078603,1985,1099,64:36
10078604,1687,1179,58:42
10078605,1994,1315,60:40
10078606,2046,1490,57:43
10078607,0,0,0
10078608,2547,1096,69:31
10078609,2265,1605,58:42
10078610,3117,1396,69:31
10078611,2458,1318,65:35
10078612,2489,1420,63:37
10078613,2574,1284,66:34
10078614,2640,1834,59:41
10078615,2844,1399,67:33
10078616,2115,1576,57:43
10078617,1460,936,60:40
10078618,2730,1505,64:36
